,ID,title,date,url
995,996,"Usai Gasak HP di Warung Kelontong, Komplotan Pencuri Dibekuk"," 04 September 2020 - 20:20
",https://poskota.co.id/2020/9/4/usai-gasak-hp-di-warung-kelontong-komplotan-pencuri-dibekuk
996,997,Prison Art Show Ajang untuk Menghibur Narapidana," 04 September 2020 - 19:48
",https://poskota.co.id/2020/9/4/prison-art-show-ajang-untuk-menghibur-narapidana
997,998,Jaksa Pinangki Diperiksa Kembali di Gedung Bundar Jampidsus Kejagung," 04 September 2020 - 18:09
",https://poskota.co.id/2020/9/4/jaksa-pinangki-diperiksa-kembali-di-gedung-bundar-jampidsus-kejagung
998,999,Pekat IB Desak Polri Segera Tahan Pelaku Suap Penghapusan Red Notice Djoko Tjandra," 04 September 2020 - 17:35
",https://poskota.co.id/2020/9/4/pekat-ib-desak-polri-segera-tahan-pelaku-suap-penghapusan-red-notice-djoko-tjandra
999,1000,KPK Periksa Wali Kota Bandung Terkait Korupsi Pengadaan Tanah RTH," 04 September 2020 - 17:30
",https://poskota.co.id/2020/9/4/kpk-periksa-wali-kota-bandung-terkait-korupsi-pengadaan-tanah-rth
1000,1001,"Eks Drumer Band BIP Akui Pakai Sabu, Tapi Hanya Untuk Kangen-Kangenan"," 04 September 2020 - 17:17
",https://poskota.co.id/2020/9/4/eks-drumer-band-bip-akui-pakai-sabu-tapi-hanya-untuk-kangen-kangenan
1001,1002,Eks Drummer Band BIP JH Mengaku Hisap Sabu-sabu karena Kangen," 04 September 2020 - 17:12
",https://poskota.co.id/2020/9/4/eks-drummer-band-bip-jh-mengaku-hisap-sabu-sabu-karena-kangen
1002,1003,"Saling Ejek, Sopir Bajaj di Pasar Rumput Ambruk Dikepruk Batu Timbangan"," 04 September 2020 - 17:05
",https://poskota.co.id/2020/9/4/saling-ejek-sopir-bajaj-di-pasar-rumput-ambruk-dikepruk-batu-timbangan
1003,1004,Bareskrim Polri Limpahkan Berkas Suap Tjoko Tjandra ke Kejagung," 04 September 2020 - 16:37
",https://poskota.co.id/2020/9/4/bareskrim-polri-limpahkan-berkas-suap-tjoko-tjandra-ke-kejagung
1004,1005,"Akibat Gas Melon Meledak, Pasutri dan Pak RT Harus Dirawat di  RS"," 04 September 2020 - 16:27
",https://poskota.co.id/2020/9/4/akibat-gas-melon-meledak-pasutri-dan-pak-rt-harus-dirawat-di-rs
1005,1006,"Polisi Dapat Fakta Baru, Akan Ada Pesta Seks Gay Selanjutnya"," 04 September 2020 - 07:07
",https://poskota.co.id/2020/9/4/polisi-dapat-fakta-baru-akan-ada-pesta-seks-gay-selanjutnya
1006,1007,"Kasus Kematian Adik Ipar Edo Kondologit di Tahanan, Keluarga Percayakan ke Polisi"," 04 September 2020 - 02:00
",https://poskota.co.id/2020/9/4/kasus-kematian-adik-ipar-edo-kondologit-di-tahanan-keluarga-percayakan-ke-polisi
1007,1008,Bereskrim Polri Serahkan Berkas Perkara Suap Djoko Tjandra ke JPU," 03 September 2020 - 21:04
",https://poskota.co.id/2020/9/3/bereskrim-polri-serahkan-berkas-perkara-suap-djoko-tjandra-ke-jpu
1008,1009,"Rekonstruksi Pesta Seks Gay, Pemenang Game Dapat Diskon 50 Persen"," 03 September 2020 - 20:28
",https://poskota.co.id/2020/9/3/rekontruksi-pesta-seks-gay-pemenang-game-dapat-diskon-50-persen
1009,1010,Guru Besar UI Sebut Penuntasan Kasus Jaksa Pinangki Tak Perlu Libatkan KPK," 03 September 2020 - 19:52
",https://poskota.co.id/2020/9/3/guru-besar-ui-sebut-penuntasan-kasus-jaksa-pinangki-tak-perlu-libatkan-kpk
1010,1011,"Pasca Bentrok di Rutan, 20 Warga Binaan Diamankan Petugas"," 03 September 2020 - 18:15
",https://poskota.co.id/2020/9/3/pasca-bentrok-di-rutan-20-warga-binaan-diamankan-petugas
1011,1012,KPK Sita Lahan Kebun Sawit 33 Ribu Meter di Sumut Milik Mantan Sekretaris MA Nurhadi," 03 September 2020 - 17:56
",https://poskota.co.id/2020/9/3/kpk-sita-lahan-kebun-sawit-33-ribu-meter-di-sumut-milik-mantan-sekretaris-ma-nurhadi
1012,1013,"Tersangka Baru dalam Kasus Djoko Tjandra, Andi Irfan Dipecat dari Nasdem"," 03 September 2020 - 16:51
",https://poskota.co.id/2020/9/3/tersangka-baru-dalam-kasus-djoko-tjandra-andi-irfan-dipecat-dari-nasdem
1013,1014,Tes Urine Drumer Band BIP Positif Sabu," 03 September 2020 - 16:14
",https://poskota.co.id/2020/9/3/tes-urine-drumer-band-bip-positif-sabu
1014,1015,"Masa Pandemi, Kasus Penipuan Online di Bekasi Meningkat"," 03 September 2020 - 15:57
",https://poskota.co.id/2020/9/3/masa-pandemi-kasus-penipuan-online-di-bekasi-meningkat
1015,1016,"Jadi Tersangka di Kasus Djoko Tjandra, Politisi Nasdem Andi Irfan Langsung Dijebloskan ke Penjara"," 03 September 2020 - 15:55
",https://poskota.co.id/2020/9/3/kejaksaan-agung-tetapkan-tersangka-andi-irfan-kader-partai-nasdem-dan-teman-dekat-oknum-jaksa-pinangki
1016,1017,26 Adegan Diperagakan 9 Tersangka Pesta Seks Gay di  Polda Metro Jaya," 03 September 2020 - 15:46
",https://poskota.co.id/2020/9/3/26-adegan-diperagakan-9-tersangka-pesta-seks-gay-di-polda-metro-jaya
1017,1018,Hati-hati Komplotan Pencuri Mengintai Sepeda Mahal Anda!," 03 September 2020 - 15:20
",https://poskota.co.id/2020/9/3/hati-hati-komplotan-pencuri-mengintai-sepeda-mahal-anda
1018,1019,"3 Pelaku Specialis Pencurian Sepeda Mewah, Ditangkap Satreskrim Polres Tangsel"," 03 September 2020 - 14:50
",https://poskota.co.id/2020/9/3/3-pelaku-specialis-pencurian-sepeda-mewah-ditangkap-satreskrim-polres-tangsel
